carrier,index_carrier,bus,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
chp,chp-heavy-oil-old-2-other-0eur,ITSI,64.0,0.0,0.4,IT,MW,
other-res,other-res,ITSI,85.06,0.0,1.0,IT,MW,other-res
electrolyser,electrolyser-onshore-grid,LT00,300,0.0,0,LT,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LT00,126.2,0.0,1.0,LT,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LT00,0.0,0.0,1.0,LT,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LT00,0.0,0.0,1.0,LT,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LT00,0.0,0.0,1.0,LT,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LT00,0.0,0.0,1.0,LT,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LT00,0.0,0.0,1.0,LT,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LT00,0.0,0.0,1.0,LT,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LT00,0.0,0.0,1.0,LT,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LT00,0.0,10600.0,1.0,LT,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LT00,938.0,0.0,1.0,LT,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LT00,-900.0,0.0,1.0,LT,MW,hydro-phs-pure-pump
onwind,onwind,LT00,5000.02,0.0,1.0,LT,MW,onwind
offwind,offwind,LT00,1400.0,0.0,1.0,LT,MW,offwind
solar-thermal,solar-thermal,LT00,0.0,0.0,1.0,LT,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LT00,5000.3,0.0,1.0,LT,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LT00,0.0,0.0,1.0,LT,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LT00,0.0,0.0,1.0,LT,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LT00,0.0,0.0,1.0,LT,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LT00,1200,0.0,0.92,LT,MW,battery-charge
battery,battery-discharge,LT00,1200,0.0,0.92,LT,MW,battery-discharge
battery,battery-store,LT00,0.0,2200,0.92,LT,MWh,battery-store
uranium,nuclear,LT00,0.0,0.0,1.0,LT,MW,nuclear
coal,coal-old1,LT00,0.0,0.0,1.0,LT,MW,coal
coal,coal-old2,LT00,0.0,0.0,1.0,LT,MW,coal
coal,coal-new,LT00,0.0,0.0,1.0,LT,MW,coal
coal,coal-ccs,LT00,0.0,0.0,1.0,LT,MW,coal-ccs
lignite,lignite-old1,LT00,0.0,0.0,1.0,LT,MW,lignite
lignite,lignite-old2,LT00,0.0,0.0,1.0,LT,MW,lignite
lignite,lignite-new,LT00,0.0,0.0,1.0,LT,MW,lignite
lignite,lignite-ccs,LT00,0.0,0.0,1.0,LT,MW,lignite-ccs
gas,gas-conv-old1,LT00,0.0,0.0,1.0,LT,MW,gas-conv
gas,gas-conv-old2,LT00,110.0,0.0,1.0,LT,MW,gas-conv
gas,gas-ccgt-old1,LT00,0.0,0.0,1.0,LT,MW,gas-ccgt
gas,gas-ccgt-old2,LT00,0.0,0.0,1.0,LT,MW,gas-ccgt
gas,gas-ccgt-new,LT00,510.0,0.0,1.0,LT,MW,gas-ccgt
gas,gas-ccgt-ccs,LT00,0.0,0.0,1.0,LT,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LT00,0.0,0.0,1.0,LT,MW,gas-ocgt
gas,gas-ocgt-new,LT00,0.0,0.0,1.0,LT,MW,gas-ocgt
oil-light,oil-light,LT00,0.0,0.0,1.0,LT,MW,oil-light
oil-heavy,oil-heavy-old1,LT00,0.0,0.0,1.0,LT,MW,oil-heavy
oil-heavy,oil-heavy-old2,LT00,0.0,0.0,1.0,LT,MW,oil-heavy
oil-shale,oil-shale-old,LT00,0.0,0.0,1.0,LT,MW,oil-shale
oil-shale,oil-shale-new,LT00,0.0,0.0,1.0,LT,MW,oil-shale
gas,gas-ccgt-present1,LT00,0.0,0.0,1.0,LT,MW,gas-ccgt
gas,gas-ccgt-present2,LT00,403.0,0.0,1.0,LT,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LT00,0.0,0.0,1.0,LT,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LT00,0.0,0.0,1.0,LT,MW,h2-ccgt
chp,chp-gas-conventional-old-2-industrial-0eur,LT00,106.89,0.0,0.41,LT,MW,
other-res,other-res,LT00,209.89,0.0,1.0,LT,MW,other-res
electrolyser,electrolyser-onshore-grid,LUB1,0,0.0,0,LU,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LUB1,0.0,0.0,1.0,LU,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LUB1,0.0,0.0,1.0,LU,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LUB1,0.0,0.0,1.0,LU,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LUB1,0.0,0.0,1.0,LU,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LUB1,0.0,0.0,1.0,LU,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LUB1,0.0,0.0,1.0,LU,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LUB1,0.0,0.0,1.0,LU,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LUB1,0.0,0.0,1.0,LU,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LUB1,0.0,0.0,1.0,LU,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LUB1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LUB1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-pump
onwind,onwind,LUB1,0.0,0.0,1.0,LU,MW,onwind
offwind,offwind,LUB1,0.0,0.0,1.0,LU,MW,offwind
solar-thermal,solar-thermal,LUB1,0.0,0.0,1.0,LU,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LUB1,0.0,0.0,1.0,LU,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LUB1,0.0,0.0,1.0,LU,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LUB1,0.0,0.0,1.0,LU,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LUB1,0.0,0.0,1.0,LU,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LUB1,0,0.0,0,LU,MW,battery-charge
battery,battery-discharge,LUB1,0,0.0,0,LU,MW,battery-discharge
battery,battery-store,LUB1,0.0,0,0,LU,MWh,battery-store
uranium,nuclear,LUB1,0.0,0.0,1.0,LU,MW,nuclear
coal,coal-old1,LUB1,0.0,0.0,1.0,LU,MW,coal
coal,coal-old2,LUB1,0.0,0.0,1.0,LU,MW,coal
coal,coal-new,LUB1,0.0,0.0,1.0,LU,MW,coal
coal,coal-ccs,LUB1,0.0,0.0,1.0,LU,MW,coal-ccs
lignite,lignite-old1,LUB1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-old2,LUB1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-new,LUB1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-ccs,LUB1,0.0,0.0,1.0,LU,MW,lignite-ccs
gas,gas-conv-old1,LUB1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-conv-old2,LUB1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-ccgt-old1,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-old2,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-new,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-ccs,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LUB1,0.0,0.0,1.0,LU,MW,gas-ocgt
gas,gas-ocgt-new,LUB1,0.0,0.0,1.0,LU,MW,gas-ocgt
oil-light,oil-light,LUB1,0.0,0.0,1.0,LU,MW,oil-light
oil-heavy,oil-heavy-old1,LUB1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-heavy,oil-heavy-old2,LUB1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-shale,oil-shale-old,LUB1,0.0,0.0,1.0,LU,MW,oil-shale
oil-shale,oil-shale-new,LUB1,0.0,0.0,1.0,LU,MW,oil-shale
gas,gas-ccgt-present1,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-present2,LUB1,0.0,0.0,1.0,LU,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LUB1,0.0,0.0,1.0,LU,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LUB1,0.0,0.0,1.0,LU,MW,h2-ccgt
other-res,other-res,LUB1,0,0.0,1.0,LU,MW,other-res
electrolyser,electrolyser-onshore-grid,LUF1,0,0.0,0,LU,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LUF1,0.0,0.0,1.0,LU,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LUF1,0.0,0.0,1.0,LU,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LUF1,0.0,0.0,1.0,LU,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LUF1,0.0,0.0,1.0,LU,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LUF1,0.0,0.0,1.0,LU,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LUF1,0.0,0.0,1.0,LU,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LUF1,0.0,0.0,1.0,LU,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LUF1,0.0,0.0,1.0,LU,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LUF1,0.0,0.0,1.0,LU,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LUF1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LUF1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-pump
onwind,onwind,LUF1,0.0,0.0,1.0,LU,MW,onwind
offwind,offwind,LUF1,0.0,0.0,1.0,LU,MW,offwind
solar-thermal,solar-thermal,LUF1,0.0,0.0,1.0,LU,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LUF1,0.0,0.0,1.0,LU,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LUF1,0.0,0.0,1.0,LU,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LUF1,0.0,0.0,1.0,LU,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LUF1,0.0,0.0,1.0,LU,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LUF1,0,0.0,0,LU,MW,battery-charge
battery,battery-discharge,LUF1,0,0.0,0,LU,MW,battery-discharge
battery,battery-store,LUF1,0.0,0,0,LU,MWh,battery-store
uranium,nuclear,LUF1,0.0,0.0,1.0,LU,MW,nuclear
coal,coal-old1,LUF1,0.0,0.0,1.0,LU,MW,coal
coal,coal-old2,LUF1,0.0,0.0,1.0,LU,MW,coal
coal,coal-new,LUF1,0.0,0.0,1.0,LU,MW,coal
coal,coal-ccs,LUF1,0.0,0.0,1.0,LU,MW,coal-ccs
lignite,lignite-old1,LUF1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-old2,LUF1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-new,LUF1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-ccs,LUF1,0.0,0.0,1.0,LU,MW,lignite-ccs
gas,gas-conv-old1,LUF1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-conv-old2,LUF1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-ccgt-old1,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-old2,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-new,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-ccs,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LUF1,0.0,0.0,1.0,LU,MW,gas-ocgt
gas,gas-ocgt-new,LUF1,0.0,0.0,1.0,LU,MW,gas-ocgt
oil-light,oil-light,LUF1,0.0,0.0,1.0,LU,MW,oil-light
oil-heavy,oil-heavy-old1,LUF1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-heavy,oil-heavy-old2,LUF1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-shale,oil-shale-old,LUF1,0.0,0.0,1.0,LU,MW,oil-shale
oil-shale,oil-shale-new,LUF1,0.0,0.0,1.0,LU,MW,oil-shale
gas,gas-ccgt-present1,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-present2,LUF1,0.0,0.0,1.0,LU,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LUF1,0.0,0.0,1.0,LU,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LUF1,0.0,0.0,1.0,LU,MW,h2-ccgt
other-res,other-res,LUF1,0,0.0,1.0,LU,MW,other-res
electrolyser,electrolyser-onshore-grid,LUG1,50,0.0,0.6799999999999999,LU,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LUG1,42.0,0.0,1.0,LU,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LUG1,0.0,0.0,1.0,LU,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LUG1,0.0,0.0,1.0,LU,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LUG1,0.0,0.0,1.0,LU,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LUG1,0.0,0.0,1.0,LU,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LUG1,0.0,0.0,1.0,LU,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LUG1,0.0,0.0,1.0,LU,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LUG1,0.0,0.0,1.0,LU,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LUG1,0.0,0.0,1.0,LU,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LUG1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LUG1,0.0,0.0,1.0,LU,MW,hydro-phs-pure-pump
onwind,onwind,LUG1,453.0,0.0,1.0,LU,MW,onwind
offwind,offwind,LUG1,0.0,0.0,1.0,LU,MW,offwind
solar-thermal,solar-thermal,LUG1,0.0,0.0,1.0,LU,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LUG1,610.0,0.0,1.0,LU,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LUG1,626.0,0.0,1.0,LU,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LUG1,0.0,0.0,1.0,LU,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LUG1,0.0,0.0,1.0,LU,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LUG1,25,0.0,0.92,LU,MW,battery-charge
battery,battery-discharge,LUG1,25,0.0,0.92,LU,MW,battery-discharge
battery,battery-store,LUG1,0.0,25,0.92,LU,MWh,battery-store
uranium,nuclear,LUG1,0.0,0.0,1.0,LU,MW,nuclear
coal,coal-old1,LUG1,0.0,0.0,1.0,LU,MW,coal
coal,coal-old2,LUG1,0.0,0.0,1.0,LU,MW,coal
coal,coal-new,LUG1,0.0,0.0,1.0,LU,MW,coal
coal,coal-ccs,LUG1,0.0,0.0,1.0,LU,MW,coal-ccs
lignite,lignite-old1,LUG1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-old2,LUG1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-new,LUG1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-ccs,LUG1,0.0,0.0,1.0,LU,MW,lignite-ccs
gas,gas-conv-old1,LUG1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-conv-old2,LUG1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-ccgt-old1,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-old2,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-new,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-ccs,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LUG1,0.0,0.0,1.0,LU,MW,gas-ocgt
gas,gas-ocgt-new,LUG1,0.0,0.0,1.0,LU,MW,gas-ocgt
oil-light,oil-light,LUG1,0.0,0.0,1.0,LU,MW,oil-light
oil-heavy,oil-heavy-old1,LUG1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-heavy,oil-heavy-old2,LUG1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-shale,oil-shale-old,LUG1,0.0,0.0,1.0,LU,MW,oil-shale
oil-shale,oil-shale-new,LUG1,0.0,0.0,1.0,LU,MW,oil-shale
gas,gas-ccgt-present1,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-present2,LUG1,0.0,0.0,1.0,LU,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LUG1,0.0,0.0,1.0,LU,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LUG1,10.0,0.0,1.0,LU,MW,h2-ccgt
chp,chp-gas-ocgt-old-other-0eur,LUG1,35.0,0.0,0.35,LU,MW,
other-res,other-res,LUG1,121.3,0.0,1.0,LU,MW,other-res
electrolyser,electrolyser-onshore-grid,LUV1,0,0.0,0,LU,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LUV1,0.0,0.0,1.0,LU,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LUV1,0.0,0.0,1.0,LU,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LUV1,0.0,0.0,1.0,LU,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LUV1,0.0,0.0,1.0,LU,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LUV1,0.0,0.0,1.0,LU,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LUV1,0.0,0.0,1.0,LU,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LUV1,0.0,0.0,1.0,LU,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LUV1,0.0,0.0,1.0,LU,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LUV1,0.0,5000.0,1.0,LU,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LUV1,1310.0,0.0,1.0,LU,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LUV1,-1026.0,0.0,1.0,LU,MW,hydro-phs-pure-pump
onwind,onwind,LUV1,0.0,0.0,1.0,LU,MW,onwind
offwind,offwind,LUV1,0.0,0.0,1.0,LU,MW,offwind
solar-thermal,solar-thermal,LUV1,0.0,0.0,1.0,LU,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LUV1,0.0,0.0,1.0,LU,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LUV1,0.0,0.0,1.0,LU,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LUV1,0.0,0.0,1.0,LU,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LUV1,0.0,0.0,1.0,LU,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LUV1,0,0.0,0,LU,MW,battery-charge
battery,battery-discharge,LUV1,0,0.0,0,LU,MW,battery-discharge
battery,battery-store,LUV1,0.0,0,0,LU,MWh,battery-store
uranium,nuclear,LUV1,0.0,0.0,1.0,LU,MW,nuclear
coal,coal-old1,LUV1,0.0,0.0,1.0,LU,MW,coal
coal,coal-old2,LUV1,0.0,0.0,1.0,LU,MW,coal
coal,coal-new,LUV1,0.0,0.0,1.0,LU,MW,coal
coal,coal-ccs,LUV1,0.0,0.0,1.0,LU,MW,coal-ccs
lignite,lignite-old1,LUV1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-old2,LUV1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-new,LUV1,0.0,0.0,1.0,LU,MW,lignite
lignite,lignite-ccs,LUV1,0.0,0.0,1.0,LU,MW,lignite-ccs
gas,gas-conv-old1,LUV1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-conv-old2,LUV1,0.0,0.0,1.0,LU,MW,gas-conv
gas,gas-ccgt-old1,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-old2,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-new,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-ccs,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LUV1,0.0,0.0,1.0,LU,MW,gas-ocgt
gas,gas-ocgt-new,LUV1,0.0,0.0,1.0,LU,MW,gas-ocgt
oil-light,oil-light,LUV1,0.0,0.0,1.0,LU,MW,oil-light
oil-heavy,oil-heavy-old1,LUV1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-heavy,oil-heavy-old2,LUV1,0.0,0.0,1.0,LU,MW,oil-heavy
oil-shale,oil-shale-old,LUV1,0.0,0.0,1.0,LU,MW,oil-shale
oil-shale,oil-shale-new,LUV1,0.0,0.0,1.0,LU,MW,oil-shale
gas,gas-ccgt-present1,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt
gas,gas-ccgt-present2,LUV1,0.0,0.0,1.0,LU,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LUV1,0.0,0.0,1.0,LU,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LUV1,0.0,0.0,1.0,LU,MW,h2-ccgt
other-res,other-res,LUV1,0,0.0,1.0,LU,MW,other-res
electrolyser,electrolyser-onshore-grid,LV00,0,0.0,0,LV,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,LV00,0.0,0.0,1.0,LV,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,LV00,0.0,16000.4,1.0,LV,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,LV00,1592.0,0.0,1.0,LV,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,LV00,0.0,0.0,1.0,LV,MWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,LV00,0.0,0.0,1.0,LV,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,LV00,0.0,0.0,1.0,LV,MWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,LV00,0.0,0.0,1.0,LV,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,LV00,0.0,0.0,1.0,LV,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,LV00,0.0,0.0,1.0,LV,MWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,LV00,0.0,0.0,1.0,LV,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,LV00,0.0,0.0,1.0,LV,MW,hydro-phs-pure-pump
onwind,onwind,LV00,237.0,0.0,1.0,LV,MW,onwind
offwind,offwind,LV00,500.0,0.0,1.0,LV,MW,offwind
solar-thermal,solar-thermal,LV00,70.0,0.0,1.0,LV,MW,solar-thermal
solar-pv-utility,solar-pv-utility,LV00,136.03,0.0,1.0,LV,MW,solar-pv-utility
solar-pv-rooftop,solar-pv-rooftop,LV00,10.0,0.0,1.0,LV,MW,solar-pv-rooftop
solar-thermal-w-storage,solar-thermal-w-storage,LV00,0.0,0.0,1.0,LV,MW,solar-thermal-w-storage
solar-thermal-w-storage,solar-thermal-w-storage-storage,LV00,0.0,0.0,1.0,LV,MWh,solar-thermal-w-storage-storage
battery,battery-charge,LV00,80,0.0,0.9200000000000002,LV,MW,battery-charge
battery,battery-discharge,LV00,80,0.0,0.9200000000000002,LV,MW,battery-discharge
battery,battery-store,LV00,0.0,160,0.9200000000000002,LV,MWh,battery-store
uranium,nuclear,LV00,0.0,0.0,1.0,LV,MW,nuclear
coal,coal-old1,LV00,0.0,0.0,1.0,LV,MW,coal
coal,coal-old2,LV00,0.0,0.0,1.0,LV,MW,coal
coal,coal-new,LV00,0.0,0.0,1.0,LV,MW,coal
coal,coal-ccs,LV00,0.0,0.0,1.0,LV,MW,coal-ccs
lignite,lignite-old1,LV00,0.0,0.0,1.0,LV,MW,lignite
lignite,lignite-old2,LV00,0.0,0.0,1.0,LV,MW,lignite
lignite,lignite-new,LV00,0.0,0.0,1.0,LV,MW,lignite
lignite,lignite-ccs,LV00,0.0,0.0,1.0,LV,MW,lignite-ccs
gas,gas-conv-old1,LV00,0.0,0.0,1.0,LV,MW,gas-conv
gas,gas-conv-old2,LV00,0.0,0.0,1.0,LV,MW,gas-conv
gas,gas-ccgt-old1,LV00,0.0,0.0,1.0,LV,MW,gas-ccgt
gas,gas-ccgt-old2,LV00,0.0,0.0,1.0,LV,MW,gas-ccgt
gas,gas-ccgt-new,LV00,1004.0,0.0,1.0,LV,MW,gas-ccgt
gas,gas-ccgt-ccs,LV00,0.0,0.0,1.0,LV,MW,gas-ccgt-ccs
gas,gas-ocgt-old,LV00,0.0,0.0,1.0,LV,MW,gas-ocgt
gas,gas-ocgt-new,LV00,0.0,0.0,1.0,LV,MW,gas-ocgt
oil-light,oil-light,LV00,0.0,0.0,1.0,LV,MW,oil-light
oil-heavy,oil-heavy-old1,LV00,0.0,0.0,1.0,LV,MW,oil-heavy
oil-heavy,oil-heavy-old2,LV00,0.0,0.0,1.0,LV,MW,oil-heavy
oil-shale,oil-shale-old,LV00,0.0,0.0,1.0,LV,MW,oil-shale
oil-shale,oil-shale-new,LV00,0.0,0.0,1.0,LV,MW,oil-shale
gas,gas-ccgt-present1,LV00,73.0,0.0,1.0,LV,MW,gas-ccgt
gas,gas-ccgt-present2,LV00,0.0,0.0,1.0,LV,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,LV00,0.0,0.0,1.0,LV,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,LV00,0.0,0.0,1.0,LV,MW,h2-ccgt
other-res,other-res,LV00,159.0179090909091,0.0,1.0,LV,MW,other-res
electrolyser,electrolyser-onshore-grid,ME00,0,0.0,0,ME,MW,electrolyser-onshore-grid
hydro-ror,hydro-ror-turbine,ME00,78.85300000000001,0.0,1.0,ME,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,ME00,0.0,0.0,1.0,ME,MWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,ME00,0.0,0.0,1.0,ME,MW,hydro-pondage-turbine
